Feature_ID,VIP,Group_Contribution,mz,RT,Correlation_ID,Spectrum_ID,Compound_Name,Adduct,Putative_BA
25292,1.597,High Fat Diet,420.2288,4.122,91,NA,NA,NA,NA
24419,1.597,Regular chow,323.1844,3.939,664,NA,NA,NA,NA
6834,1.597,Regular chow,310.1402,1.154,NA,NA,NA,NA,NA
24091,1.596,High Fat Diet,413.3062,3.881,NA,CCMSLIB00010235275,"""Candidate Trihydroxylated bile acid (delta mass 4.0051; sirius atomic difference: 3C, -2O; buddy atomic difference: 3C, -2O)""",M+H,NA
28967,1.596,Regular chow,487.3421,4.931,449,CCMSLIB00010224930,"""Candidate Dihydroxylated bile acid (delta mass 94.0414; sirius atomic difference: 6C, 6H, 1O; buddy atomic difference: 6C, 6H, 1O)""",M+H,Dihydroxylated bile acid_sorbic acid [M+H]+
28449,1.596,High Fat Diet,318.3006,4.866,792,CCMSLIB00003139655,Spectral Match to Phytosphingosine from NIST14,M+H,NA
30200,1.596,Regular chow,330.2641,5.243,419,CCMSLIB00004679239,Commendamide,M+H,NA
2789,1.596,Regular chow,239.1029,0.446,NA,CCMSLIB00003136179,Spectral Match to Gly-Tyr from NIST14,M+H,NA
33644,1.595,Regular chow,148.0609,5.780,NA,CCMSLIB00003139484,Spectral Match to L-Glutamic acid from NIST14,M+H,NA
20970,1.594,High Fat Diet,621.3300,3.228,NA,NA,NA,NA,NA
29009,1.594,High Fat Diet,302.2955,4.988,164,NA,NA,NA,NA
23447,1.594,High Fat Diet,556.3308,3.684,377,CCMSLIB00010222060,"""Candidate Dihydroxylated bile acid (delta mass 163.0295; sirius atomic difference: 5C, 9H, 1N, 3O, 1S; buddy atomic difference: 9C, 1H, 5N, -1O)""",M+H,NA
1061,1.593,High Fat Diet,81.5208,0.289,NA,NA,NA,NA,NA
26315,1.593,Regular chow,368.2464,4.340,54,NA,NA,NA,NA
23624,1.593,High Fat Diet,352.2487,3.676,213,NA,NA,NA,NA
30929,1.592,Regular chow,427.3214,5.369,148,NA,NA,NA,NA
24433,1.592,High Fat Diet,364.2123,3.936,NA,NA,NA,NA,NA
27975,1.592,Regular chow,478.3547,4.757,NA,NA,NA,NA,NA
22027,1.592,High Fat Diet,440.3011,3.410,NA,CCMSLIB00010231600,"""Candidate Tetrahydroxylated bile acid (delta mass 15.0112; sirius atomic difference: 1H, 1N; buddy atomic difference: 1C, -3H, 5N, -4O)""",M+H,NA
24692,1.592,High Fat Diet,591.3174,3.894,NA,NA,NA,NA,NA
33598,1.592,Regular chow,297.2428,5.777,33,CCMSLIB00003135128,"Spectral Match to 9,10-Dihydroxy-12Z-octadecenoic acid from NIST14",M+H-H2O,NA
18757,1.591,High Fat Diet,164.0709,2.809,169,NA,NA,NA,NA
10303,1.591,Regular chow,230.0428,1.640,588,NA,NA,NA,NA
29099,1.590,Regular chow,315.2531,4.970,NA,NA,NA,NA,NA
23382,1.590,High Fat Diet,289.2165,3.663,213,NA,NA,NA,NA
22095,1.590,High Fat Diet,484.2446,3.477,NA,CCMSLIB00010225049,"""Candidate Dihydroxylated bile acid (delta mass 90.9451; sirius atomic difference: 2C, -7H, 3N, 2O; buddy atomic difference: 2C, -7H, 3N, 2O)""",M+H,NA
29648,1.590,Regular chow,311.2221,5.077,NA,NA,NA,NA,NA
20191,1.589,High Fat Diet,537.3918,3.049,NA,CCMSLIB00005467944,Lysine conjugated cholic acid,M+H,NA
14053,1.589,High Fat Diet,156.1022,2.102,370,NA,NA,NA,NA
27070,1.589,High Fat Diet,518.2811,4.544,315,NA,NA,NA,NA
26953,1.589,High Fat Diet,373.2741,4.573,NA,CCMSLIB00010244316,"""Candidate Trihydroxylated bile acid (delta mass -36.0202; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005464716, """"(4R)-4-((3S,5R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
32405,1.588,High Fat Diet,720.5524,5.603,250,CCMSLIB00010084736,PC(15:0/16:0); [M+H]+ C39H79N1O8P1,M+H,NA
20976,1.588,Regular chow,339.2533,3.152,NA,NA,NA,NA,NA
33994,1.588,High Fat Diet,468.3574,5.901,111,NA,NA,NA,NA
26079,1.588,Regular chow,475.3415,4.291,351,NA,NA,NA,NA
27543,1.588,Regular chow,501.3218,4.639,NA,NA,NA,NA,NA
29624,1.588,Regular chow,289.1432,5.149,95,NA,NA,NA,NA
30747,1.587,Regular chow,383.3301,5.310,239,NA,NA,NA,NA
3395,1.587,High Fat Diet,307.1596,0.517,NA,NA,NA,NA,NA
25680,1.587,High Fat Diet,396.2206,4.212,77,NA,NA,NA,NA
33074,1.587,Regular chow,569.4784,5.701,464,NA,NA,NA,NA
20467,1.587,Regular chow,361.2953,3.110,NA,NA,NA,NA,NA
19957,1.587,High Fat Diet,407.2804,3.035,248,CCMSLIB00010236767,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0087; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O)""",M+H,NA
24660,1.587,High Fat Diet,389.2692,4.000,334,CCMSLIB00010242293,"""Candidate Trihydroxylated bile acid (delta mass -20.0267; sirius atomic difference: -4H, -1O; buddy atomic difference: -4H, -1O)""",M+H,NA
24320,1.586,High Fat Diet,265.1514,3.932,NA,NA,NA,NA,NA
1458,1.586,Regular chow,101.0600,0.290,809,CCMSLIB00003137760,Spectral Match to 5-Aminovaleric acid from NIST14,M+H-NH3,NA
25884,1.586,Regular chow,195.1388,4.270,54,NA,NA,NA,NA
28727,1.586,High Fat Diet,411.3302,4.923,1,CCMSLIB00010235678,"""Candidate Dihydroxylated bile acid (delta mass 18.0287; sirius atomic difference: 4C, 2H, -2O; buddy atomic difference: 4C, 2H, -2O)""",M+H,NA
25017,1.586,Regular chow,346.2594,4.046,NA,NA,NA,NA,NA
2329,1.585,Regular chow,189.1240,0.373,332,CCMSLIB00012360795,H-VAL-ALA-OH,[M+H]+,NA
33190,1.585,High Fat Diet,365.2884,5.710,189,NA,NA,NA,NA
16305,1.585,High Fat Diet,253.1051,2.480,NA,NA,NA,NA,NA
25682,1.585,High Fat Diet,401.1760,4.212,77,NA,NA,NA,NA
33223,1.585,High Fat Diet,430.3327,5.731,189,CCMSLIB00012718222,Candidate Phenylalanine-C18:1 (delta mass:264.2452),M+H,NA
28503,1.584,Regular chow,484.2676,4.882,NA,NA,NA,NA,NA
28773,1.584,High Fat Diet,516.3074,4.931,NA,NA,NA,NA,NA
29825,1.583,Regular chow,275.2009,5.181,175,NA,NA,NA,NA
2778,1.583,Regular chow,223.0717,0.446,NA,NA,NA,NA,NA
8377,1.583,Regular chow,180.1369,1.456,NA,NA,NA,NA,NA
4872,1.582,Regular chow,192.0697,0.792,NA,NA,NA,NA,NA
3422,1.582,High Fat Diet,385.1727,0.556,NA,NA,NA,NA,NA
15417,1.582,Regular chow,347.2201,2.324,451,NA,NA,NA,NA
17125,1.581,High Fat Diet,325.1770,2.561,NA,NA,NA,NA,NA
25458,1.581,Regular chow,313.2377,4.158,NA,NA,NA,NA,NA
3789,1.581,Regular chow,212.0917,0.497,NA,NA,NA,NA,NA
25657,1.581,Regular chow,295.2271,4.278,211,NA,NA,NA,NA
28573,1.581,Regular chow,213.1493,4.898,NA,NA,NA,NA,NA
29308,1.581,Regular chow,455.3522,5.053,322,NA,NA,NA,NA
27706,1.580,High Fat Diet,391.2847,4.689,132,CCMSLIB00010239509,"""Candidate Trihydroxylated bile acid (delta mass -18.0103; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00003135123, Spectral Match to 12-Ketodeoxycholic acid from NIST14)""",M+H,NA
25678,1.580,High Fat Diet,361.1834,4.212,77,NA,NA,NA,NA
22431,1.578,High Fat Diet,301.1550,3.497,170,NA,NA,NA,NA
23163,1.578,Regular chow,211.1335,3.540,186,NA,NA,NA,NA
32162,1.578,Regular chow,279.2322,5.565,33,CCMSLIB00003134812,Spectral Match to 9(10)-EpOME from NIST14,M+H-H2O,NA
24154,1.577,High Fat Diet,274.1838,3.877,NA,NA,NA,NA,NA
9372,1.577,Regular chow,151.5972,1.532,NA,NA,NA,NA,NA
28646,1.577,High Fat Diet,415.2815,4.921,1,CCMSLIB00010234750,"""Candidate Dihydroxylated bile acid (delta mass 21.981; sirius atomic difference: 2C, -2H; buddy atomic difference: 2C, -2H; spectral library match to CCMSLIB00005464839, """"(R)-4-((3S,5S,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
27300,1.577,High Fat Diet,464.3380,4.622,NA,CCMSLIB00010227706,"""Candidate Trihydroxylated bile acid (delta mass 55.0423; sirius atomic difference: 3C, 5H, 1N; buddy atomic difference: 3C, 5H, 1N)""",M+H,NA
6336,1.577,High Fat Diet,146.1657,0.926,NA,NA,NA,NA,NA
10894,1.577,Regular chow,266.1587,1.717,597,NA,NA,NA,NA
34831,1.577,High Fat Diet,429.3745,6.237,NA,NA,NA,NA,NA
20895,1.577,High Fat Diet,641.3164,3.196,NA,NA,NA,NA,NA
19858,1.576,Regular chow,426.2398,3.010,NA,NA,NA,NA,NA
33753,1.576,High Fat Diet,407.3678,5.820,726,NA,NA,NA,NA
36298,1.575,High Fat Diet,584.5616,6.634,NA,NA,NA,NA,NA
19197,1.575,Regular chow,397.2559,2.887,NA,NA,NA,NA,NA
28657,1.575,High Fat Diet,376.2924,4.918,1,CCMSLIB00010243395,"""Candidate Dihydroxylated bile acid (delta mass -17.0074; sirius atomic difference: -2C, -3H, 3N, -2O; buddy atomic difference: -2C, -3H, 3N, -2O)""",M+H,NA
20792,1.575,High Fat Diet,321.1815,3.065,305,NA,NA,NA,NA
33184,1.575,Regular chow,415.3214,5.661,50,NA,NA,NA,NA
12278,1.574,Regular chow,377.1829,1.869,652,NA,NA,NA,NA
12189,1.574,Regular chow,427.7064,1.860,336,NA,NA,NA,NA
14831,1.574,Regular chow,428.2185,2.225,422,NA,NA,NA,NA
27009,1.574,High Fat Diet,371.2590,4.549,NA,CCMSLIB00010246615,"""Candidate Tetrahydroxylated bile acid (delta mass -54.0309; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O)""",M+H,NA
3181,1.574,Regular chow,171.0768,0.460,51,NA,NA,NA,NA
21982,1.573,Regular chow,177.0551,3.401,498,CCMSLIB00003135300,Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14,M+H-H2O,NA
7845,1.573,Regular chow,197.1294,1.495,NA,NA,NA,NA,NA
27370,1.573,Regular chow,360.3112,4.612,NA,NA,NA,NA,NA
14916,1.572,Regular chow,229.1439,2.224,653,NA,NA,NA,NA
30661,1.572,High Fat Diet,477.3575,5.360,NA,NA,NA,NA,NA
3367,1.572,Regular chow,359.2292,0.548,NA,NA,NA,NA,NA
14797,1.572,High Fat Diet,441.2306,2.182,NA,NA,NA,NA,NA
17429,1.571,Regular chow,400.1871,2.616,243,NA,NA,NA,NA
3768,1.571,Regular chow,309.1802,0.588,781,NA,NA,NA,NA
10325,1.571,Regular chow,391.2010,1.719,597,NA,NA,NA,NA
23875,1.570,High Fat Diet,450.3226,3.829,224,CCMSLIB00010230134,"""Candidate Trihydroxylated bile acid (delta mass 41.027; sirius atomic difference: 2C, 3H, 1N; buddy atomic difference: 2C, 3H, 1N)""",M+H,NA
23514,1.570,High Fat Diet,291.1133,3.713,NA,NA,NA,NA,NA
4277,1.570,Regular chow,374.2043,0.637,NA,NA,NA,NA,NA
14742,1.570,Regular chow,245.1863,2.208,670,CCMSLIB00003139268,Spectral Match to Leu-Ile from NIST14,M+H,NA
26660,1.569,High Fat Diet,409.2945,4.429,NA,CCMSLIB00010235886,"""Candidate Trihydroxylated bile acid (delta mass -0.0003; sirius atomic difference:; buddy atomic difference: ; spectral library match to CCMSLIB00003137939, Spectral Match to Cholic acid from NIST14)""",M+H,NA
6982,1.569,High Fat Diet,423.1929,1.171,NA,NA,NA,NA,NA
27672,1.569,High Fat Diet,409.3147,4.689,132,CCMSLIB00010235825,"""Candidate Trihydroxylated bile acid (delta mass 0.0187; sirius atomic difference: 4C, -3O; buddy atomic difference: 4C, -3O)""",M+H,NA
32918,1.569,High Fat Diet,414.3035,5.653,294,CCMSLIB00012718092,Candidate Methionine-C18:1 (delta mass:264.245),M+H,NA
25894,1.569,Regular chow,383.2410,4.256,101,NA,NA,NA,NA
19077,1.568,High Fat Diet,368.2435,2.960,NA,NA,NA,NA,NA
26679,1.568,High Fat Diet,391.2848,4.457,4,CCMSLIB00010239392,"""Candidate Trihydroxylated bile acid (delta mass -18.0101; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005464715, """"(4R)-4-((3S,5R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
27188,1.568,High Fat Diet,376.2930,4.549,315,CCMSLIB00010243403,"""Candidate Dihydroxylated bile acid (delta mass -17.0076; sirius atomic difference: -2C, -3H, 3N, -2O; buddy atomic difference: -2C, -3H, 3N, -2O)""",M+H,NA
19267,1.568,High Fat Diet,649.2148,2.934,387,NA,NA,NA,NA
27233,1.567,High Fat Diet,306.1826,4.558,NA,NA,NA,NA,NA
30740,1.567,High Fat Diet,482.3249,5.323,491,CCMSLIB00003136026,Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,M+H,NA
12317,1.567,High Fat Diet,234.1493,1.859,NA,NA,NA,NA,NA
22624,1.566,High Fat Diet,499.3228,3.540,NA,NA,NA,NA,NA
27702,1.566,High Fat Diet,408.3112,4.688,132,CCMSLIB00010236520,"""Candidate Trihydroxylated bile acid (delta mass -0.9846; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)""",M+H,NA
29671,1.566,High Fat Diet,411.3613,5.134,NA,CCMSLIB00012718076,Candidate Lysine-C18:1 (delta mass:264.2493),M+H,NA
21429,1.566,Regular chow,229.1438,3.439,186,CCMSLIB00006118297,Traumatic Acid - 40.0 eV,M+H,NA
26375,1.565,High Fat Diet,421.2587,4.369,NA,NA,NA,NA,NA
4184,1.565,Regular chow,162.0762,0.580,NA,NA,NA,NA,NA
31251,1.564,High Fat Diet,385.3472,5.436,NA,CCMSLIB00003135299,Spectral Match to 26-Hydroxycholesterol-(25R) from NIST14,M+H-H2O,NA
6169,1.564,Regular chow,241.1055,1.018,NA,NA,NA,NA,NA
8751,1.564,High Fat Diet,289.1187,1.482,NA,NA,NA,NA,NA
25387,1.563,High Fat Diet,371.2591,4.099,197,CCMSLIB00010247236,"""Candidate Tetrahydroxylated bile acid (delta mass -54.0318; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O; spectral library match to CCMSLIB00005464735, """"(R)-4-((5S,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-3,7-dioxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
998,1.563,High Fat Diet,288.9209,0.217,NA,NA,NA,NA,NA
30771,1.563,Regular chow,381.2407,5.336,NA,NA,NA,NA,NA
29302,1.563,Regular chow,417.2967,5.047,460,NA,NA,NA,NA
22895,1.563,High Fat Diet,371.2595,3.579,NA,CCMSLIB00010247324,"""Candidate Tetrahydroxylated bile acid (delta mass -54.0318; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O)""",M+H,NA
19116,1.563,High Fat Diet,386.2542,2.926,177,NA,NA,NA,NA
19750,1.562,Regular chow,395.2424,2.992,NA,NA,NA,NA,NA
1950,1.561,Regular chow,160.1335,0.291,NA,NA,NA,NA,NA
33164,1.561,Regular chow,296.2951,5.684,NA,NA,NA,NA,NA
10440,1.561,Regular chow,276.1344,1.664,597,NA,NA,NA,NA
28706,1.561,High Fat Diet,393.3005,4.925,1,CCMSLIB00010238903,"""Candidate Dihydroxylated bile acid (delta mass 0.0006; sirius atomic difference:; buddy atomic difference: ; spectral library match to CCMSLIB00006581891, deoxycholic acid)""",M+H,NA
22681,1.561,Regular chow,489.3216,3.561,NA,NA,NA,NA,NA
18101,1.560,High Fat Diet,406.2258,2.699,NA,NA,NA,NA,NA
23637,1.560,High Fat Diet,480.2776,3.730,NA,CCMSLIB00010225961,"""Candidate Trihydroxylated bile acid (delta mass 70.9832; ; spectral library match to CCMSLIB00005465016, """"2-((4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""")""",M+H,Trihydroxylated bile acid_taurine [M-2H2O+H]+
17119,1.559,Regular chow,378.2392,2.559,243,NA,NA,NA,NA
10809,1.559,Regular chow,203.1396,1.699,597,NA,NA,NA,NA
18559,1.559,High Fat Diet,174.0919,2.792,NA,NA,NA,NA,NA
27265,1.559,Regular chow,325.2740,4.585,367,NA,NA,NA,NA
22371,1.558,High Fat Diet,297.1852,3.480,104,NA,NA,NA,NA
31193,1.557,Regular chow,358.3318,5.420,40,NA,NA,NA,NA
25014,1.557,Regular chow,355.1538,4.034,328,CCMSLIB00000222255,"Massbank:PB005728 Xanthohumol|(E)-1-[2,4-dihydroxy-6-methoxy-3-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one",[M+H]+,NA
19601,1.557,High Fat Diet,303.1706,2.968,NA,NA,NA,NA,NA
16852,1.557,High Fat Diet,266.1754,2.513,NA,NA,NA,NA,NA
24784,1.556,Regular chow,412.2699,4.031,NA,NA,NA,NA,NA
27739,1.556,High Fat Diet,516.2652,4.695,132,CCMSLIB00010223441,"""Candidate Dihydroxylated bile acid (delta mass 122.9671; sirius atomic difference: -1C, 4H, 1N, 4O, 1P; buddy atomic difference: 7C, -3H, 3N, -2O, 1S)""",M+H,NA
8075,1.556,High Fat Diet,423.1927,1.345,NA,NA,NA,NA,NA
15357,1.556,High Fat Diet,356.1533,2.301,433,NA,NA,NA,NA
28280,1.556,Regular chow,354.2644,4.855,NA,NA,NA,NA,NA
8603,1.556,Regular chow,218.0928,1.444,NA,NA,NA,NA,NA
27750,1.556,High Fat Diet,532.2378,4.697,132,NA,NA,NA,NA
34137,1.555,High Fat Diet,782.5687,5.880,458,CCMSLIB00003138952,Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,M+Na,NA
26140,1.555,Regular chow,473.3619,4.286,582,NA,NA,NA,NA
20364,1.555,High Fat Diet,383.2773,3.102,NA,NA,NA,NA,NA
29381,1.555,Regular chow,360.2746,5.069,820,NA,NA,NA,NA
12109,1.555,Regular chow,239.1387,1.826,613,NA,NA,NA,NA
35353,1.554,High Fat Diet,734.5762,6.313,616,NA,NA,NA,NA
15555,1.554,High Fat Diet,305.1500,2.284,NA,NA,NA,NA,NA
26314,1.554,Regular chow,457.3675,4.338,217,NA,NA,NA,NA
9812,1.554,Regular chow,386.2287,1.590,828,NA,NA,NA,NA
24094,1.553,High Fat Diet,356.2669,3.843,224,CCMSLIB00010248552,"""Candidate Trihydroxylated bile acid (delta mass -53.0284; buddy atomic difference: -7C, -7H, 5N, -2O)""",M+H,NA
15032,1.553,High Fat Diet,104.1072,2.185,NA,NA,NA,NA,NA
18818,1.553,High Fat Diet,182.0818,2.822,169,NA,NA,NA,NA
26908,1.553,Regular chow,335.2209,4.545,771,CCMSLIB00010260717,"""Candidate Trihydroxylated bile acid (delta mass -74.0742; sirius atomic difference: -4C, -10H, -1O; buddy atomic difference: -4C, -10H, -1O)""",M+H,NA
16402,1.553,Regular chow,380.2186,2.448,66,NA,NA,NA,NA
27699,1.553,High Fat Diet,803.5446,4.689,132,CCMSLIB00005464897,"""(R)-4-((3R,5R,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enoic acid""",2M+Na,NA
30930,1.552,Regular chow,462.3590,5.359,148,NA,NA,NA,NA
20082,1.552,Regular chow,327.2168,3.055,303,NA,NA,NA,NA
14357,1.552,High Fat Diet,365.7164,2.136,NA,NA,NA,NA,NA
25655,1.552,High Fat Diet,284.6569,4.207,197,NA,NA,NA,NA
15787,1.552,High Fat Diet,347.1857,2.433,NA,NA,NA,NA,NA
23130,1.551,High Fat Diet,389.2697,3.564,NA,CCMSLIB00010242293,"""Candidate Trihydroxylated bile acid (delta mass -20.0267; sirius atomic difference: -4H, -1O; buddy atomic difference: -4H, -1O)""",M+H,NA
22557,1.551,High Fat Diet,613.2831,3.357,NA,CCMSLIB00010220827,"""Candidate Trihydroxylated bile acid (delta mass 203.9886; sirius atomic difference: 5C, 4H, 2N, 5O, 1S)""",M+H,Trihydroxylated bile acid_l-cystine [M-H2O+H]+
1173,1.550,Regular chow,233.0425,0.254,307,NA,NA,NA,NA
3833,1.549,Regular chow,142.0868,0.610,NA,NA,NA,NA,NA
36289,1.549,High Fat Diet,758.5699,6.588,NA,CCMSLIB00003138795,Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
18415,1.548,High Fat Diet,331.1910,2.808,NA,NA,NA,NA,NA
22820,1.548,Regular chow,377.2327,3.547,NA,NA,NA,NA,NA
32336,1.548,Regular chow,405.3521,5.497,137,NA,NA,NA,NA
9374,1.548,Regular chow,360.1548,1.550,NA,NA,NA,NA,NA
21716,1.547,High Fat Diet,449.3272,3.390,NA,NA,NA,NA,NA
33691,1.547,Regular chow,413.3422,5.803,212,NA,NA,NA,NA
2736,1.546,Regular chow,359.1938,0.492,NA,NA,NA,NA,NA
3880,1.546,Regular chow,281.1501,0.629,487,NA,NA,NA,NA
9623,1.546,Regular chow,300.1921,1.552,796,NA,NA,NA,NA
24295,1.546,High Fat Diet,484.3637,3.884,NA,CCMSLIB00010225018,"""Candidate Monohydroxylated bile acid (delta mass 107.0593; sirius atomic difference: 3C, 9H, 1N, 3O; buddy atomic difference: 4C, 5H, 5N, -1O)""",M+H,Monohydroxylated bile acid_phenacetin [M-3H2O+H]+
21282,1.545,Regular chow,428.2646,3.241,NA,NA,NA,NA,NA
2829,1.545,Regular chow,160.0970,0.461,69,NA,NA,NA,NA
25019,1.544,High Fat Diet,378.2102,4.213,77,NA,NA,NA,NA
28676,1.544,High Fat Diet,839.5131,4.920,1,NA,NA,NA,NA
19885,1.544,Regular chow,222.1128,3.039,199,NA,NA,NA,NA
12870,1.543,High Fat Diet,426.7328,1.929,NA,NA,NA,NA,NA
27740,1.543,High Fat Diet,486.2307,4.695,132,NA,NA,NA,NA
20194,1.543,High Fat Diet,322.1848,3.066,305,NA,NA,NA,NA
22570,1.543,High Fat Diet,407.2794,3.477,NA,CCMSLIB00010237246,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0102; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005465138, """"(4R)-4-((3S,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
21234,1.543,High Fat Diet,529.2963,3.279,375,NA,NA,NA,NA
3527,1.543,High Fat Diet,461.2113,0.583,232,NA,NA,NA,NA
28666,1.542,High Fat Diet,529.2757,4.920,1,NA,NA,NA,NA
23583,1.542,Regular chow,348.2747,3.743,521,NA,NA,NA,NA
23757,1.542,Regular chow,309.2063,3.803,NA,NA,NA,NA,NA
18773,1.541,High Fat Diet,339.1929,2.817,169,NA,NA,NA,NA
14645,1.541,Regular chow,482.2624,2.166,NA,NA,NA,NA,NA
23922,1.541,High Fat Diet,313.2167,3.832,224,NA,NA,NA,NA
16164,1.540,High Fat Diet,322.1322,2.411,433,NA,NA,NA,NA
28541,1.540,Regular chow,352.2494,4.906,720,NA,NA,NA,NA
23207,1.540,Regular chow,143.1071,3.607,364,NA,NA,NA,NA
22120,1.540,High Fat Diet,373.2751,3.440,125,CCMSLIB00010245650,"""Candidate Trihydroxylated bile acid (delta mass -36.0215; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00003136574, Spectral Match to Cholic acid from NIST14)""",M+H,NA
29491,1.539,Regular chow,325.2373,5.080,NA,NA,NA,NA,NA
17276,1.539,High Fat Diet,356.2189,2.582,763,NA,NA,NA,NA
32780,1.539,Regular chow,398.2541,5.645,33,NA,NA,NA,NA
31873,1.539,Regular chow,402.3008,5.555,NA,NA,NA,NA,NA
3188,1.539,High Fat Diet,250.0390,0.515,NA,NA,NA,NA,NA
23347,1.539,Regular chow,427.2670,3.655,NA,NA,NA,NA,NA
27377,1.539,Regular chow,313.2376,4.535,NA,NA,NA,NA,NA
25736,1.538,Regular chow,401.2311,4.198,NA,NA,NA,NA,NA
24332,1.538,High Fat Diet,834.6093,3.852,224,CCMSLIB00010218143,"""Candidate Trihydroxylated bile acid (delta mass 425.3133; sirius atomic difference: 20C, 39H, 7N, 3O; buddy atomic difference: 24C, 43H, 1N, 5O; spectral library match to CCMSLIB00005435981, Cholic acid)""",M+H,Trihydroxylated bile acid_dopamine-c20:2 [M+H]+
16075,1.537,Regular chow,506.2998,2.384,443,NA,NA,NA,NA
18013,1.537,High Fat Diet,309.1820,2.690,365,NA,NA,NA,NA
23356,1.537,Regular chow,422.3119,3.655,NA,CCMSLIB00010234472,"""Candidate Tetrahydroxylated bile acid (delta mass -2.9782; sirius atomic difference: -2C, -1H, 5N, -3O; buddy atomic difference: -3C, 3H, 1N, 1O)""",M+H,NA
23503,1.537,High Fat Diet,591.3169,3.689,NA,NA,NA,NA,NA
29177,1.537,High Fat Diet,544.3417,5.026,145,CCMSLIB00010099317,PC(0:0/20:4); [M+H]+ C28H51N1O7P1,M+H,NA
13064,1.536,High Fat Diet,273.0623,1.978,688,NA,NA,NA,NA
9405,1.536,Regular chow,333.1871,1.560,3,NA,NA,NA,NA
2204,1.536,Regular chow,255.1334,0.387,NA,NA,NA,NA,NA
28668,1.535,High Fat Diet,257.1539,4.921,1,NA,NA,NA,NA
23896,1.535,Regular chow,277.2164,3.825,NA,NA,NA,NA,NA
7403,1.534,Regular chow,262.1189,1.276,NA,NA,NA,NA,NA
2940,1.534,Regular chow,283.1288,0.470,NA,NA,NA,NA,NA
10449,1.533,Regular chow,286.1767,1.628,NA,NA,NA,NA,NA
7607,1.533,High Fat Diet,249.1238,1.293,NA,NA,NA,NA,NA
26415,1.533,Regular chow,439.3573,4.387,217,CCMSLIB00010231616,"""Candidate Pentahydroxylated bile acid (delta mass -1.9264; buddy atomic difference: 6C, 6H, -5O)""",M+H,NA
17282,1.533,High Fat Diet,260.1497,2.537,NA,NA,NA,NA,NA
27407,1.532,High Fat Diet,357.2798,4.578,315,CCMSLIB00010248377,"""Candidate Dihydroxylated bile acid (delta mass -36.021; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00003135494, Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14)""",M+H,NA
